UNIQUE_ID,MONTH,AGE,GENDER,OFFENCE,OUTCOME,LENGTH,PREV_CONVICTIONS,DRG_CLASS,DRG_CATEGORY,DRG_CULPABILITY,DRG_HARM,DRG_INCREASING_SER_STAT_1,DRG_INCREASING_SER_STAT_2,DRG_INCREASING_SER_STAT_3,DRG_INCREASING_SER_STAT_4,DRG_INCREASING_SER_STAT_NONE,DRG_INCREASING_SER_OTHER_1,DRG_INCREASING_SER_OTHER_2,DRG_INCREASING_SER_OTHER_3,DRG_INCREASING_SER_OTHER_4,DRG_INCREASING_SER_OTHER_5,DRG_INCREASING_SER_OTHER_6,DRG_INCREASING_SER_OTHER_7,DRG_INCREASING_SER_OTHER_8,DRG_INCREASING_SER_OTHER_9,DRG_INCREASING_SER_OTHER_10,DRG_INCREASING_SER_OTHER_11,DRG_INCREASING_SER_OTHER_12,DRG_INCREASING_SER_OTHER_13,DRG_INCREASING_SER_OTHER_14,DRG_INCREASING_SER_OTHER_15,DRG_INCREASING_SER_OTHER_16,DRG_INCREASING_SER_OTHER_17,DRG_INCREASING_SER_OTHER_18,DRG_INCREASING_SER_OTHER_19,DRG_INCREASING_SER_OTHER_20,DRG_INCREASING_SER_OTHER_21,DRG_INCREASING_SER_OTHER_NONE,DRG_REDUCING_SER_1,DRG_REDUCING_SER_2,DRG_REDUCING_SER_3,DRG_REDUCING_SER_4,DRG_REDUCING_SER_5,DRG_REDUCING_SER_6,DRG_REDUCING_SER_7,DRG_REDUCING_SER_8,DRG_REDUCING_SER_9,DRG_REDUCING_SER_10,DRG_REDUCING_SER_11,DRG_REDUCING_SER_12,DRG_REDUCING_SER_13,DRG_REDUCING_SER_14,DRG_REDUCING_SER_15,DRG_REDUCING_SER_16,DRG_REDUCING_SER_NONE,GUILT_IND_POLICE,GP_STAGE,GP_DISCOUNT,GP_FIRST_OPP
sc_drg-131234-010494,April,Over 54,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Asked,Significant role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,Use of premises with unlawful access to utility supply,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010527,April,Over 54,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Asked,Significant role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,Use of premises with unlawful access to utility supply,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,Serious medical conditions,-,-,-,-,-,-,No,Not Asked,Not Asked,Not Asked
sc_drg-131234-010526,April,25 to 34,Male,Possession,Immediate custody,Over 3 months and up to 6 months,None,Cocaine,Not Answered,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,Low purity,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010496,April,18 to 24,Male,Possession with intent to supply,CO,-,1 to 3,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,Attempt to conceal/dispose of evidence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Determination/demonstration to address addiction/behaviour,-,Age/lack of maturity affecting responsibility,-,-,Offender addicted to same drug,-,-,No,Not Asked,Not Asked,Not Asked
sc_drg-131234-010498,April,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,None,Cocaine,Not Asked,Significant role,3-Street Dealer,-,-,-,-,None stated,-,Attempt to conceal/dispose of evidence,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,Nature of likely supply,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,"Up to, or at, the PCMH",33%,Not Answered
sc_drg-131234-010533,April,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,4 to 9,Cocaine,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,Involvement due to pressure/intimidation/coercion,-,-,-,-,-,Remorse,-,-,Serious medical conditions,-,-,Sole/primary carer for dependent relatives,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010532,April,25 to 34,Female,Possession with intent to supply,SSO,-,None,Heroin,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,"Presence of others, especially children and/or non-users",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Not Answered
sc_drg-131234-010487,April,25 to 34,Male,Possession with intent to supply,SSO,-,None,Cocaine,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,"Presence of others, especially children and/or non-users",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Answered,Not Answered,Not Answered
sc_drg-131234-010488,April,35 to 44,Male,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,4 to 9,Cannabis or Cannabis resin,Not Asked,Leading role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,Sophisticated nature of concealment/attempts to avoid detection,-,-,-,-,-,-,-,-,-,Use of premises with unlawful access to utility supply,Level of profit element,Premises adapted to facilitate drug activity,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",Not Answered,Yes
sc_drg-131234-010531,April,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Heroin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Remorse,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,"Up to, or at, the PCMH",33%,Not Answered
sc_drg-131234-010789,April,25 to 34,Male,Possession,CO,-,4 to 9,Cocaine,Category 1 - most serious,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010786,April,18 to 24,Male,Possession,Fine,-,1 to 3,Cannabis or Cannabis resin,Category 3 - least serious,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender using cannabis to help with diagnosed medical condition,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010824,April,25 to 34,Male,Possession,Fine,-,None,Cocaine,Not Answered,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,Not Answered,Not Answered,Not Answered
sc_drg-131234-010888,April,18 to 24,Male,Supplying,Immediate custody,Over 18 months and up to 3 years,None,Heroin,Not Asked,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,Not Answered,Not Answered,Not Answered
sc_drg-131234-010917,April,35 to 44,Male,Supplying,CO,-,None,Cocaine,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010914,April,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 3 years and less than 4 years,1 to 3,Cocaine,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,Level of profit element,-,-,-,-,Nature of likely supply,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010892,April,35 to 44,Male,Supplying,Immediate custody,Over 18 months and up to 3 years,1 to 3,Heroin,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010893,April,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,10 or more,Cocaine,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,On licence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Isolated incident,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010912,April,45 to 54,Male,Supplying,Immediate custody,Over 18 months and up to 3 years,10 or more,Heroin,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010896,April,25 to 34,Male,Possession with intent to supply,SSO,-,None,Other Class A,Not Asked,Lesser role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010898,April,25 to 34,Male,Supplying,Immediate custody,Over 18 months and up to 3 years,10 or more,Not Answered,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010906,April,25 to 34,Female,Permitting premises to be used,CO,-,None,Cannabis or Cannabis resin,Category 2,Not Asked,Not Asked,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,Not Asked,Not Asked,Not Asked
sc_drg-131234-010902,April,25 to 34,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Not Answered,Not Answered,Not Answered,Not Answered
sc_drg-131234-010903,April,25 to 34,Male,Production/being concerned in production/cultivation,CO,-,None,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-010904,February,18 to 24,Male,Supplying,SSO,-,None,Cocaine,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,"Presence of others, especially children and/or non-users",-,Level of profit element,-,-,-,-,-,-,-,-,-,-,Lack of sophistication as to nature of concealment,Involvement due to pressure/intimidation/coercion,-,-,-,No previous relevant convictions,Offender’s vulnerability exploited,Remorse,Good character/exemplary conduct,-,-,Age/lack of maturity affecting responsibility,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-002259,April,Over 54,Male,Conspiracy to supply,Immediate custody,Over 5 years and up to 10 years,1 to 3,Heroin,Not Asked,Not Answered,Not Answered,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,-,-,-,-,-,Nature of likely supply,-,-,-,Established evidence of community impact,-,-,Involvement due to pressure/intimidation/coercion,-,-,-,-,Offender’s vulnerability exploited,Remorse,-,-,Serious medical conditions,-,-,-,-,-,-,No,After the PCMH but before the day of trial,15%,No
sc_drg-131234-011510,April,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,None,Heroin,Not Asked,Lesser role,3-Street Dealer,-,-,-,-,None stated,-,-,-,Presence of weapon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,Serious medical conditions,Age/lack of maturity affecting responsibility,-,-,-,-,-,Yes,"Up to, or at, the PCMH",25%,Yes
sc_drg-131234-011538,April,18 to 24,Male,Possession,Fine,-,1 to 3,Cannabis or Cannabis resin,Category 3 - least serious,Not Asked,Not Asked,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,On licence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011543,April,25 to 34,Female,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Asked,Significant role,2,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011533,April,25 to 34,Female,Production/being concerned in production/cultivation,Immediate custody,Over 18 months and up to 3 years,None,Cannabis or Cannabis resin,Not Asked,Significant role,2,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011519,April,35 to 44,Male,Possession with intent to supply,Immediate custody,Over 3 years and less than 4 years,1 to 3,Heroin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011517,April,35 to 44,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Significant role,2,-,-,-,-,None stated,-,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,-,Premises adapted to facilitate drug activity,-,-,-,-,-,-,-,-,-,-,Involvement due to pressure/intimidation/coercion,-,-,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011555,April,45 to 54,Male,Supplying,SSO,-,None,Cocaine,Not Asked,Lesser role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,Involvement due to pressure/intimidation/coercion,-,-,-,No previous relevant convictions,Offender’s vulnerability exploited,-,-,-,Serious medical conditions,-,Mental disorder/learning disability,-,Offender addicted to same drug,-,-,Yes,"On, or after, the day of trial",30%,Yes
sc_drg-131234-011525,April,18 to 24,Male,Possession with intent to supply,Immediate custody,Over 10 years and less than life,1 to 3,Other Class A,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011536,April,45 to 54,Male,Possession with intent to supply,Immediate custody,Over 18 months and up to 3 years,1 to 3,Heroin,Not Asked,Lesser role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,Failure to comply with current court orders,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Offender’s vulnerability exploited,-,-,Determination/demonstration to address addiction/behaviour,-,-,-,-,Offender addicted to same drug,-,-,Don't know,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011535,April,25 to 34,Male,Possession with intent to supply,Immediate custody,4 Years,1 to 3,Heroin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",25%,No
sc_drg-131234-011521,April,Over 54,Female,Possession with intent to supply,Immediate custody,Over 3 months and up to 6 months,Not answered,Other Class B,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",20%,Yes
sc_drg-131234-011572,April,25 to 34,Male,Possession with intent to supply,Immediate custody,Over 3 years and less than 4 years,1 to 3,Heroin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,On licence,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011549,April,35 to 44,Male,Supplying,Immediate custody,Over 3 months and up to 6 months,10 or more,Cannabis or Cannabis resin,Not Asked,Not Answered,Not Answered,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Possession of drug in prison,-,-,-,-,-,-,Isolated incident,-,-,-,Remorse,-,-,-,-,-,-,-,-,-,Don't know,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011745,April,18 to 24,Male,Possession with intent to supply,SSO,-,Not answered,Heroin,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-008013,April,35 to 44,Male,Possession with intent to supply,SSO,-,4 to 9,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,No,Not Asked,Not Asked,Not Asked
sc_drg-131234-011661,April,Over 54,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Lesser role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Not Answered,Not Answered,Not Answered,Not Answered
sc_drg-131234-011752,April,45 to 54,Male,Conspiracy to supply,Immediate custody,Over 5 years and up to 10 years,None,Cannabis or Cannabis resin,Not Asked,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Not Answered,After the PCMH but before the day of trial,30%,Yes
sc_drg-131234-011682,April,25 to 34,Male,Possession with intent to supply,SSO,-,None,Cocaine,Not Asked,Lesser role,3-Street Dealer,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-011666,April,45 to 54,Male,Possession with intent to supply,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,No,"Up to, or at, the PCMH",33%,No
sc_drg-131234-011704,April,Over 54,Female,Production/being concerned in production/cultivation,CO,-,None,Cannabis or Cannabis resin,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,No
sc_drg-131234-011679,April,Over 54,Male,Supplying,Discharge,-,None,Cannabis or Cannabis resin,Not Asked,Lesser role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,Remorse,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,No
sc_drg-131234-011707,April,35 to 44,Male,Supplying,Discharge,-,None,Cocaine,Not Asked,Not Answered,Not Answered,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Not Answered
sc_drg-131234-012084,April,Over 54,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No previous relevant convictions,-,-,-,-,Serious medical conditions,-,-,-,-,-,-,Not Answered,"Up to, or at, the PCMH",11-20%,Yes
sc_drg-131234-012049,April,25 to 34,Male,Possession with intent to supply,SSO,-,Not answered,Other Class B,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",30%,Yes
sc_drg-131234-012121,April,45 to 54,Male,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,On-going/large scale evidenced by specialist equipment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Involvement due to pressure/intimidation/coercion,-,-,-,No previous relevant convictions,Offender’s vulnerability exploited,Remorse,Good character/exemplary conduct,-,-,-,-,-,-,Offender using cannabis to help with diagnosed medical condition,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-012051,April,25 to 34,Male,Production/being concerned in production/cultivation,Immediate custody,Over 3 months and up to 6 months,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,High purity or high potential yield,-,-,-,-,-,-,Level of profit element,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Yes,"Up to, or at, the PCMH",Not Answered,Yes
sc_drg-131234-012101,April,18 to 24,Female,Production/being concerned in production/cultivation,SSO,-,None,Cannabis or Cannabis resin,Not Asked,Not Answered,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,Isolated incident,-,No previous relevant convictions,-,Remorse,-,-,Serious medical conditions,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-012060,April,25 to 34,Male,Supplying,Immediate custody,Over 18 months and up to 3 years,None,Other Class A,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,-,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-012100,April,35 to 44,Male,Production/being concerned in production/cultivation,CO,-,None,Cannabis or Cannabis resin,Not Asked,Significant role,4,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,Lack of sophistication as to nature of concealment,-,-,Isolated incident,-,-,-,-,Good character/exemplary conduct,-,-,-,-,Sole/primary carer for dependent relatives,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-012102,April,35 to 44,Male,Production/being concerned in production/cultivation,Immediate custody,Over 3 months and up to 6 months,None,Cannabis or Cannabis resin,Not Asked,Significant role,3-Basis of quantity,-,-,-,-,None stated,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,-,No previous relevant convictions,-,-,Good character/exemplary conduct,-,-,-,-,-,-,-,-,Yes,"Up to, or at, the PCMH",33%,Yes
sc_drg-131234-012123,April,25 to 34,Male,Possession with intent to supply,SSO,-,1 to 3,Other Class B,Not Asked,Significant role,3-Basis of quantity,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,Low purity,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,After the PCMH but before the day of trial,20%,Not Answered
sc_drg-131234-012063,April,25 to 34,Male,Possession with intent to supply,SSO,-,1 to 3,Other Class B,Not Asked,Significant role,3-Street Dealer,Previous relevant convictions:,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,No Factors stated,-,-,-,-,Low purity,-,-,-,-,-,-,-,-,-,Offender addicted to same drug,-,-,No,After the PCMH but before the day of trial,20%,No
