address,village,takeup_survey,age,agpop,ricearea_2010,disaster_prob,male,default,intensive,risk_averse,literacy,pre_takeup_rate
fuzhouwanjiadi,fuzhou,0,39,6,60,30,1,1,1,0,1,.5
fuzhouxinkanshang,fuzhou,1,37,6,14,40,0,1,1,1,1,1
fuzhouxinkanshang,fuzhou,0,27,4,18,50,0,1,0,0,1,1
fuzhouxinkanshang,fuzhou,1,41,3,17,20,0,1,1,1,1,1
fuzhouxinkanshang,fuzhou,1,40,4,20,50,1,1,1,1,1,1
fuzhouxinkanshang,fuzhou,0,66,2,15,20,0,1,0,0,0,1
fuzhouxinkanshang,fuzhou,0,55,6,12,40,1,1,1,0,1,1
fuzhouxintanshang,fuzhou,0,32,6,22,20,1,0,0,.39999998,1,.5625
fuzhouxintanshang,fuzhou,1,39,4,20,20,0,0,0,0,1,.5625
fuzhouxintanshang,fuzhou,1,46,3,1,50,0,0,0,1,1,.5625
fuzhouxintanshang,fuzhou,1,38,5,10,20,0,0,1,0,0,.5625
fuzhouxintanshang,fuzhou,1,63,1,4,40,1,0,0,.39999998,1,.5625
fuzhouxintanshang,fuzhou,1,58,2,4,40,0,0,1,0,0,.5625
fuzhouxintanshang,fuzhou,1,40,4,110,40,0,0,1,1,1,.5625
fuzhouxintanshang,fuzhou,0,26,9,21,10,1,0,1,.19999999,1,.5625
fuzhouxintanshang,fuzhou,1,54,2,9,50,1,0,1,.60000002,1,.5625
fuzhouxintanshang,fuzhou,0,53,2,6,30,0,0,1,.19999999,0,.5625
fuzhouzhoujia,fuzhou,1,47,6,18,20,0,1,1,.39999998,1,.8888889
fuzhouzhoujia,fuzhou,1,59,6,10,20,1,1,1,0,1,.8888889
fuzhouzhoujia,fuzhou,1,53,4,2,50,1,1,0,0,1,.8888889
fuzhouzhoujia,fuzhou,1,36,6,10,80,1,1,0,.39999998,1,.8888889
gangtou1,gangtou,1,74,7,3,50,1,1,0,0,0,.81818181
gangtou1,gangtou,0,64,5,9,30,0,1,1,0,1,.81818181
gangtou1,gangtou,1,62,7,12,0,1,1,0,0,1,.81818181
gangtou1,gangtou,1,47,4,7,40,1,1,1,0,1,.81818181
gangtou1,gangtou,1,40,4,17,20,0,1,0,.80000001,1,.81818181
gangtou1,gangtou,1,69,6,10,30,1,1,1,0,1,.81818181
gangtou1,gangtou,1,62,7,4,30,1,1,1,0,1,.81818181
gangtou1,gangtou,0,40,4,38,20,1,1,0,1,1,.81818181
gangtou2,gangtou,0,43,4,16,5,1,1,1,0,1,.1875
gangtou2,gangtou,0,61,2,6,20,1,1,0,.19999999,0,.1875
gangtou2,gangtou,1,36,4,20.3,50,1,1,0,0,1,.1875
gangtou2,gangtou,0,46,5,3.7,50,1,1,1,1,1,.1875
gangtou2,gangtou,0,40,4,10,50,1,1,1,1,1,.1875
gangtou2,gangtou,0,47,7,15,0,0,1,1,0,0,.1875
gangtou2,gangtou,0,36,6,14,0,1,1,1,0,1,.1875
gangtou2,gangtou,1,44,4,25,20,1,1,0,1,0,.1875
gangtou2,gangtou,1,74,2,4,20,1,1,0,.80000001,0,.1875
gangtou3,gangtou,0,45,4,17,20,1,0,1,0,1,.38461539
gangtou3,gangtou,0,58,4,13,50,1,0,1,0,1,.38461539
gangtou3,gangtou,1,61,2,8,50,1,0,0,0,1,.38461539
gangtou3,gangtou,1,76,6,2.4,50,1,0,0,0,0,.38461539
gangtou3,gangtou,0,54,6,12,30,1,0,1,0,1,.38461539
gangtou3,gangtou,1,55,2,11,50,1,0,1,0,1,.38461539
gangtou3,gangtou,0,54,8,14,50,1,0,1,0,1,.38461539
gangtou4,gangtou,0,70,2,8,20,0,0,1,.80000001,0,.75
gangtou4,gangtou,0,45,6,26,50,1,0,0,0,1,.75
gangtou4,gangtou,1,78,2,1,20,1,0,0,0,,.75
gangtou4,gangtou,1,70,2,1,40,1,0,1,.19999999,0,.75
gangtou4,gangtou,1,61,5,23,40,1,0,1,.19999999,1,.75
gangtou4,gangtou,0,38,4,17,50,1,0,1,0,1,.75
gangtou4,gangtou,1,35,10,18,20,1,0,1,0,1,.75
gangtou4,gangtou,0,38,3,10.6,20,1,0,0,0,1,.75
gangtou5,gangtou,0,59,10,6,50,1,0,0,0,1,.40000001
gangtou5,gangtou,0,68,3,4,30,1,0,1,0,0,.40000001
gangtou5,gangtou,0,43,5,10,50,1,0,0,0,0,.40000001
gangtou5,gangtou,1,36,4,27,30,1,0,1,.39999998,1,.40000001
gangtou5,gangtou,0,57,6,1.4,20,1,0,1,0,1,.40000001
gangtou5,gangtou,0,58,2,4,40,0,0,1,0,0,.40000001
gangtou5,gangtou,1,79,2,4,40,1,0,0,.60000002,1,.40000001
gangtou5,gangtou,0,39,4,6,40,1,0,0,0,1,.40000001
gangtou5,gangtou,1,48,4,5.2,20,1,0,0,0,1,.40000001
gangtou5,gangtou,0,65,6,11,50,1,0,1,0,1,.40000001
gangtou5,gangtou,1,43,4,15,30,0,0,1,0,0,.40000001
gangtou5,gangtou,1,59,5,11.5,20,1,0,0,.39999998,1,.40000001
gangxiahoufang,gangxia,1,55,5,12,20,1,1,1,.19999999,1,.875
gangxiahoufang,gangxia,0,40,4,15,40,0,1,0,0,1,.875
gangxiahoufang,gangxia,1,71,2,9,30,1,1,0,0,0,.875
gangxiahoufang,gangxia,1,79,3,2,20,1,1,0,0,0,.875
gangxiahoufang,gangxia,1,62,2,2.5,20,1,1,0,0,1,.875
gangxiahoufang,gangxia,1,57,1,2,40,1,1,1,0,1,.875
gangxiahoufang,gangxia,1,46,7,15,50,1,1,1,0,1,.875
gangxiazhonggang,gangxia,1,40,4,10,50,1,0,1,0,1,.64285713
gangxiazhonggang,gangxia,1,32,4,30,40,0,0,1,0,1,.64285713
gangxiazhonggang,gangxia,1,78,4,13,50,1,0,0,0,1,.64285713
gangxiazhonggang,gangxia,1,56,2,4,20,1,0,0,1,1,.64285713
gangxiazhonggang,gangxia,0,56,3,5,20,1,0,1,0,1,.64285713
gangxiazhonggang,gangxia,1,38,4,7,50,1,0,1,0,1,.64285713
gangxiazhonggang,gangxia,1,63,4,6,80,1,0,0,0,1,.64285713
gangxiazhonggang,gangxia,1,53,5,8,20,1,0,0,0,1,.64285713
gangxiazhonggang,gangxia,1,58,6,20,50,1,0,1,0,1,.64285713
gangxiazhonggang,gangxia,1,58,1,2,20,0,0,1,0,0,.64285713
gangxiazhonggang,gangxia,1,45,5,5,30,0,0,0,0,1,.64285713
gangxiazhonggang,gangxia,0,54,5,5,20,1,0,0,0,1,.64285713
guojiahexi,guojia,0,60,3,4,10,1,0,0,0,0,.12
guojiahexi,guojia,0,58,6,2.799999952316284,20,0,0,1,0,0,.12
guojiahexi,guojia,0,40,5,20,20,1,0,0,0,1,.12
guojiahexi,guojia,1,55,1,10,50,0,0,0,0,0,.12
guojiahexi,guojia,0,77,6,6,50,1,0,0,0,1,.12
guojiahexi,guojia,1,47,5,2,30,0,0,0,0,0,.12
guojiahexi,guojia,0,48,3,30,50,1,0,1,.19999999,1,.12
guojiahexi,guojia,1,51,5,12,40,1,0,0,.80000001,1,.12
guojiahexi,guojia,0,52,3,9,30,1,0,0,0,1,.12
guojiahexi,guojia,0,41,3,2,20,0,0,1,0,0,.12
guojiahexi,guojia,0,33,5,9,0,1,0,1,0,1,.12
guojiahexi,guojia,1,77,4,5,50,1,0,1,0,0,.12
guojiahexi,guojia,1,50,4,10,20,1,0,1,0,1,.12
guojiahexi,guojia,1,58,5,10,50,1,0,1,0,1,.12
hefeng10,hefeng,0,49,6,16,20,1,0,0,0,1,.18181819
hefeng10,hefeng,0,69,6,22,10,1,0,0,.39999998,1,.18181819
hefeng10,hefeng,0,43,5,18,30,1,0,1,1,1,.18181819
hefeng10,hefeng,0,63,6,12,30,1,0,1,1,1,.18181819
hefeng10,hefeng,0,74,9,1.2,50,1,0,0,0,0,.18181819
hefeng10,hefeng,0,63,7,12,50,1,0,0,0,1,.18181819
hefeng10,hefeng,0,51,10,28,40,1,0,0,0,1,.18181819
hefeng11,hefeng,0,67,2,7,50,1,0,0,.19999999,0,.2857143
hefeng11,hefeng,0,46,5,20,20,1,0,1,.19999999,1,.2857143
hefeng11,hefeng,1,67,8,10,50,1,0,1,.39999998,1,.2857143
hefeng11,hefeng,0,40,4,46,20,1,0,0,.19999999,1,.2857143
hefeng11,hefeng,0,39,4,39,30,1,0,0,0,1,.2857143
hefeng11,hefeng,0,43,4,25,40,1,0,1,.39999998,1,.2857143
hefeng11,hefeng,0,59,6,34,30,1,0,1,0,0,.2857143
hefeng13,hefeng,0,68,9,10,50,0,1,0,0,0,.22222222
hefeng13,hefeng,1,53,6,6,40,1,1,0,0,1,.22222222
hefeng13,hefeng,1,32,4,15,20,1,1,1,1,1,.22222222
hefeng13,hefeng,1,36,3,3,20,1,1,0,0,1,.22222222
hefeng13,hefeng,1,48,4,24,20,1,1,1,0,1,.22222222
hefeng14,hefeng,0,54,4,8,30,1,0,0,1,1,.14285715
hefeng14,hefeng,1,39,4,15,30,1,0,1,0,1,.14285715
hefeng14,hefeng,0,63,10,6,20,1,0,1,0,1,.14285715
hefeng14,hefeng,1,29,7,30,30,1,0,1,0,1,.14285715
hefeng14,hefeng,0,44,4,5,20,1,0,0,0,1,.14285715
hefeng14,hefeng,0,80,2,.5,30,1,0,0,0,1,.14285715
hefeng14,hefeng,0,64,6,35,50,1,0,0,0,1,.14285715
hefeng14,hefeng,1,61,2,7.2,30,1,0,1,0,0,.14285715
hefeng14,hefeng,0,59,6,13.1,40,1,0,1,0,1,.14285715
hefeng14,hefeng,0,63,11,40,20,1,0,1,0,0,.14285715
hefeng14,hefeng,0,57,6,20,20,1,0,0,0,1,.14285715
hefeng2,hefeng,0,60,6,21,40,1,0,1,.60000002,1,0
hefeng2,hefeng,0,47,4,10,20,1,0,0,0,1,0
hefeng2,hefeng,1,37,5,4,20,1,0,1,.39999998,1,0
hefeng2,hefeng,0,70,2,4,20,1,0,1,0,1,0
hefeng2,hefeng,1,61,6,12,70,1,0,0,.19999999,1,0
hefeng6,hefeng,1,72,7,5,50,1,0,1,0,0,.52941179
hefeng6,hefeng,1,59,3,,40,1,0,0,.60000002,1,.52941179
hefeng6,hefeng,0,42,5,20,50,1,0,0,.19999999,1,.52941179
hefeng6,hefeng,1,39,4,23,20,1,0,1,0,1,.52941179
hefeng6,hefeng,1,66,4,6,40,1,0,0,0,1,.52941179
hefeng6,hefeng,0,51,7,11,20,1,0,1,0,1,.52941179
hefeng6,hefeng,1,40,4,8,20,1,0,0,0,1,.52941179
hefeng6,hefeng,0,38,5,5,40,1,0,0,0,1,.52941179
hefeng6,hefeng,0,54,4,23,30,1,0,1,0,1,.52941179
hefeng6,hefeng,1,59,6,10,30,1,0,1,1,1,.52941179
hefeng7,hefeng,0,49,5,5,30,1,0,1,0,1,.15000001
hefeng7,hefeng,0,44,4,15,40,1,0,0,0,1,.15000001
hefeng7,hefeng,1,62,3,3.5,20,1,0,1,.39999998,1,.15000001
hefeng7,hefeng,0,53,6,38,20,1,0,1,0,1,.15000001
hefeng7,hefeng,0,47,4,14,30,1,0,0,.39999998,1,.15000001
hefeng7,hefeng,1,73,2,4,40,1,0,1,.60000002,0,.15000001
hefeng7,hefeng,0,45,5,13,30,1,0,1,0,1,.15000001
hefeng7,hefeng,0,29,4,9,30,1,0,0,0,1,.15000001
hefeng7,hefeng,0,43,4,21,40,1,0,0,1,1,.15000001
hefeng7,hefeng,0,46,4,10,0,1,0,0,0,1,.15000001
hefeng7,hefeng,0,38,4,27,20,1,0,0,.39999998,1,.15000001
hefeng7,hefeng,1,68,5,10.2,50,1,0,0,0,1,.15000001
hefeng7,hefeng,0,53,8,40,20,1,0,1,0,1,.15000001
hefeng7,hefeng,0,55,5,9,30,1,0,0,0,1,.15000001
hefeng7,hefeng,1,66,3,2.3,20,1,0,0,0,1,.15000001
helinjiufang,helin,1,42,5,7,30,1,0,1,0,1,.375
helinjiufang,helin,1,39,5,20,40,1,0,1,0,1,.375
helinjiufang,helin,0,56,3,10,20,1,0,0,0,1,.375
helinjiufang,helin,1,45,6,10,100,1,0,0,0,1,.375
helinjiufang,helin,1,57,3,20,1,1,0,0,0,1,.375
helinjiufang,helin,0,46,4,16,30,1,0,0,0,1,.375
helinjiufang,helin,1,59,5,12,40,1,0,1,0,1,.375
helinjiufang,helin,0,41,6,17,50,1,0,1,0,1,.375
helinjiufang,helin,1,54,4,13,20,1,0,0,0,1,.375
helinjiufang,helin,0,68,5,18,50,1,0,1,0,1,.375
helinjiufang,helin,1,40,5,80,20,0,0,0,0,0,.375
helinjiufang,helin,1,43,4,12,50,1,0,0,1,1,.375
helinxinzhi,helin,0,42,4,6.599999904632568,40,1,1,0,0,1,.7368421
helinxinzhi,helin,0,59,5,4,20,1,1,1,.80000001,1,.7368421
helinxinzhi,helin,1,43,4,8,40,1,1,1,.39999998,1,.7368421
helinxinzhi,helin,1,39,4,22,50,1,1,0,1,1,.7368421
helinxinzhi,helin,0,53,5,17,20,1,1,0,0,1,.7368421
helinxinzhi,helin,1,44,5,20,20,1,1,0,0,1,.7368421
helinxinzhi,helin,0,45,4,20,50,1,1,1,0,1,.7368421
helinxinzhi,helin,1,69,7,40,40,1,1,0,.39999998,0,.7368421
helinxinzhi,helin,0,40,7,9.800000190734863,50,1,1,0,0,1,.7368421
helinxinzhi,helin,1,40,4,15,20,1,1,1,0,1,.7368421
helinxinzhi,helin,0,36,4,10,20,1,1,0,0,1,.7368421
hongxing10,hongxing,1,38,4,130,5,1,1,0,.60000002,1,.45454547
hongxing10,hongxing,0,45,6,10,50,1,1,0,0,1,.45454547
hongxing10,hongxing,0,63,6,14,20,1,1,1,0,0,.45454547
hongxing10,hongxing,1,45,1,1.5,30,1,1,1,0,1,.45454547
hongxing10,hongxing,0,68,7,24,20,1,1,0,0,1,.45454547
hongxing11,hongxing,0,74,3,6,40,1,1,0,0,1,.42857143
hongxing11,hongxing,1,47,3,28,20,1,1,1,.39999998,1,.42857143
hongxing11,hongxing,1,42,4,18,20,1,1,1,.80000001,1,.42857143
hongxing11,hongxing,0,44,3,15,40,1,1,0,1,1,.42857143
hongxing11,hongxing,0,41,4,28,50,1,1,1,.19999999,1,.42857143
hongxing11,hongxing,1,58,6,10,50,1,1,0,0,1,.42857143
hongxing11,hongxing,0,46,6,24,30,1,1,0,0,1,.42857143
hongxing11,hongxing,0,42,4,10,50,1,1,0,0,1,.42857143
hongxing11,hongxing,0,46,4,34,20,1,1,1,.19999999,1,.42857143
hongxing11,hongxing,1,49,4,15,20,1,1,1,1,1,.42857143
hongxing11,hongxing,0,67,8,4,20,0,1,1,0,0,.42857143
hongxing2,hongxing,0,57,7,20,20,1,0,0,0,1,.11111111
hongxing2,hongxing,0,44,4,6.4,20,1,0,0,0,0,.11111111
hongxing2,hongxing,0,37,3,6,50,1,0,0,0,1,.11111111
hongxing2,hongxing,0,45,4,25,50,1,0,1,0,1,.11111111
hongxing2,hongxing,0,70,6,16,50,1,0,1,0,0,.11111111
hongxing2,hongxing,0,40,5,20,0,1,0,1,0,1,.11111111
hongxing2,hongxing,1,52,7,37,20,1,0,1,0,1,.11111111
hongxing3,hongxing,0,46,5,20,50,1,0,1,0,0,.1
hongxing3,hongxing,0,48,5,18,50,1,0,1,0,1,.1
hongxing3,hongxing,1,65,3,4.5,50,1,0,0,0,1,.1
hongxing3,hongxing,1,40,5,13,80,1,0,1,0,1,.1
hongxing3,hongxing,1,76,3,5,30,1,0,0,0,1,.1
hongxing3,hongxing,1,64,5,12,40,1,0,0,.60000002,0,.1
hongxing3,hongxing,0,56,6,8,40,1,0,1,0,0,.1
hongxing3,hongxing,0,42,4,16,50,1,0,1,0,1,.1
hongxing4,hongxing,0,41,4,22.07,20,1,0,0,0,0,.85714287
hongxing4,hongxing,1,70,4,12,40,1,0,1,.60000002,0,.85714287
hongxing4,hongxing,0,52,3,17,50,1,0,0,0,1,.85714287
hongxing4,hongxing,1,45,4,30,10,1,0,1,.19999999,1,.85714287
hongxing4,hongxing,1,47,5,25,30,1,0,0,.19999999,1,.85714287
hongxing5,hongxing,0,62,5,1.5,40,0,0,1,0,0,.23076923
hongxing5,hongxing,0,53,5,15.6,30,1,0,1,0,1,.23076923
hongxing5,hongxing,0,54,7,13,30,1,0,0,0,1,.23076923
hongxing5,hongxing,1,59,7,20,25,1,0,1,0,1,.23076923
hongxing5,hongxing,1,65,4,14,50,1,0,1,0,0,.23076923
hongxing5,hongxing,0,44,4,13,50,1,0,1,0,1,.23076923
hongxing5,hongxing,0,54,5,10,40,1,0,0,0,0,.23076923
hongxing5,hongxing,0,64,9,16,20,1,0,0,0,1,.23076923
hongxing5,hongxing,0,47,4,10,20,1,0,1,1,1,.23076923
hongxing5,hongxing,1,42,4,15,50,1,0,0,0,1,.23076923
hongxing8,hongxing,1,55,6,15,50,1,1,1,.39999998,1,.33333334
hongxing8,hongxing,0,31,4,22,20,1,1,0,.39999998,1,.33333334
hongxing8,hongxing,0,43,4,25,20,1,1,1,0,1,.33333334
hongxing8,hongxing,0,57,6,20,40,1,1,1,.80000001,1,.33333334
hongxing8,hongxing,1,53,3,10,20,1,1,1,0,1,.33333334
hongxing8,hongxing,1,51,4,15,40,1,1,0,0,0,.33333334
hongxing8,hongxing,1,38,7,10,20,1,1,0,0,1,.33333334
hongxing8,hongxing,1,33,4,12,10,1,1,1,1,1,.33333334
hongxing8,hongxing,1,47,4,27,50,1,1,0,0,1,.33333334
hongxing9,hongxing,1,37,4,57,70,1,0,1,0,1,.25
hongxing9,hongxing,0,55,2,3,50,1,0,0,.80000001,1,.25
hongxing9,hongxing,0,65,2,6,50,1,0,1,0,1,.25
hongxing9,hongxing,1,51,4,14,30,1,0,0,.19999999,1,.25
huangshan1,huangshan,1,39,6,1.2,50,1,0,1,0,1,0
huangshan1,huangshan,1,63,6,7,50,1,0,0,0,1,0
huangshan1,huangshan,1,41,4,3,40,1,0,0,.39999998,1,0
huangshan1,huangshan,1,68,2,2,20,1,0,0,0,1,0
huangshan1,huangshan,0,33,5,10,20,1,0,1,0,1,0
huangshan1,huangshan,0,45,5,12,30,1,0,0,0,1,0
huangshan10,huangshan,1,46,6,10,50,1,1,0,0,0,.89999998
huangshan10,huangshan,1,33,3,10,30,1,1,0,0,1,.89999998
huangshan10,huangshan,1,54,2,12,20,1,1,1,.80000001,1,.89999998
huangshan10,huangshan,1,42,5,20,5,1,1,0,0,1,.89999998
huangshan10,huangshan,0,39,6,10,50,1,1,1,0,1,.89999998
huangshan10,huangshan,0,46,4,15,30,1,1,1,0,1,.89999998
huangshan10,huangshan,1,46,4,6,50,1,1,1,0,1,.89999998
huangshan10,huangshan,0,42,5,10,50,1,1,0,0,1,.89999998
huangshan2,huangshan,0,65,5,10,50,1,0,0,0,1,.5
huangshan2,huangshan,1,50,6,4,50,1,0,0,0,1,.5
huangshan2,huangshan,1,70,6,13.5,30,1,0,0,0,0,.5
huangshan2,huangshan,0,58,8,20,40,1,0,1,0,1,.5
huangshan2,huangshan,1,36,7,18,40,1,0,1,.60000002,1,.5
huangshan2,huangshan,0,41,4,25,40,1,0,0,0,1,.5
huangshan2,huangshan,0,72,4,7,50,1,0,1,.39999998,0,.5
huangshan2,huangshan,0,55,5,15,50,1,0,1,0,1,.5
huangshan2,huangshan,0,38,9,13,50,1,0,1,0,1,.5
huangshan3,huangshan,1,58,4,5.5,50,1,1,1,0,1,.89999998
huangshan3,huangshan,1,60,3,6,20,1,1,1,0,1,.89999998
huangshan3,huangshan,1,48,4,17,20,1,1,0,0,1,.89999998
huangshan3,huangshan,1,51,3,6,30,1,1,1,.80000001,1,.89999998
huangshan3,huangshan,1,57,5,12,50,1,1,0,0,1,.89999998
huangshan3,huangshan,1,71,2,4,20,1,1,0,.80000001,1,.89999998
huangshan3,huangshan,1,67,4,10,40,1,1,0,0,1,.89999998
huangshan5,huangshan,1,46,7,14,30,1,0,0,.39999998,1,.5
huangshan5,huangshan,1,74,11,5,50,1,0,1,0,0,.5
huangshan5,huangshan,0,59,6,3,10,1,0,1,.39999998,0,.5
huangshan5,huangshan,0,37,5,14,20,1,0,0,.39999998,1,.5
huangshan5,huangshan,0,45,4,4,50,1,0,0,0,1,.5
huangshan5,huangshan,0,57,5,7.5,50,1,0,1,0,1,.5
huangshan5,huangshan,1,61,2,13,20,1,0,0,0,0,.5
huangshan5,huangshan,0,62,5,2,20,1,0,0,.39999998,0,.5
huangshan8,huangshan,1,27,4,5.4,20,1,1,0,0,1,.60000002
huangshan8,huangshan,1,37,4,8,50,1,1,1,0,1,.60000002
huangshan8,huangshan,1,40,4,47,50,1,1,1,.39999998,1,.60000002
huangshan8,huangshan,1,61,10,6,30,1,1,0,1,1,.60000002
huangshan8,huangshan,0,60,7,12,40,1,1,1,0,1,.60000002
huangshan8,huangshan,0,47,5,13.5,30,1,1,0,1,1,.60000002
huangshan8,huangshan,1,51,13,29,20,1,1,1,0,1,.60000002
huangshan8,huangshan,0,43,4,16,50,0,1,1,0,1,.60000002
huangshan9,huangshan,0,34,4,24,30,1,1,0,.80000001,1,.25
huangshan9,huangshan,0,47,4,48,50,1,1,1,0,1,.25
huangshan9,huangshan,1,41,5,25,20,1,1,0,1,1,.25
huangshan9,huangshan,0,47,6,20,20,1,1,1,0,1,.25
huangshan9,huangshan,0,44,4,20,40,1,1,1,0,1,.25
huangshan9,huangshan,1,29,5,650,50,1,1,1,.19999999,1,.25
huangshan9,huangshan,1,53,8,35,20,1,1,0,.39999998,1,.25
jingang3,jingang,1,58,3,14,20,1,1,1,0,1,.30000001
jingang3,jingang,0,66,10,5,30,1,1,0,0,1,.30000001
jingang3,jingang,1,44,4,13,40,1,1,0,0,1,.30000001
jingang3,jingang,0,40,4,5,50,1,1,1,0,1,.30000001
jingang3,jingang,0,33,3,2,0,1,1,0,.60000002,0,.30000001
jingang3,jingang,0,36,4,14,20,1,1,1,0,1,.30000001
jingang3,jingang,1,54,4,13,20,1,1,1,0,1,.30000001
jingang4,jingang,0,44,4,10,50,1,0,1,0,1,.5
jingang4,jingang,1,55,7,13,20,0,0,1,.39999998,1,.5
jingang4,jingang,1,42,4,5.6,30,1,0,1,1,1,.5
jingang4,jingang,0,29,6,8,50,1,0,1,0,1,.5
jingang4,jingang,1,62,3,6,20,1,0,1,.39999998,1,.5
jingang4,jingang,0,43,4,7,50,1,0,0,.19999999,1,.5
jingang4,jingang,0,42,4,26,50,1,0,0,.39999998,1,.5
jingang4,jingang,0,61,5,6,20,1,0,0,.19999999,1,.5
jingang4,jingang,1,51,4,7,30,1,0,0,0,1,.5
jingang4,jingang,1,37,4,5,40,1,0,0,0,1,.5
jingang5,jingang,0,69,4,5,50,1,0,1,0,1,.16666667
jingang5,jingang,0,59,8,9,40,1,0,1,0,1,.16666667
jingang5,jingang,0,56,4,6,20,1,0,1,0,1,.16666667
jingang5,jingang,0,41,4,6,40,1,0,0,.39999998,0,.16666667
jingang5,jingang,0,36,5,6,50,1,0,1,0,1,.16666667
jingang5,jingang,0,36,4,14,50,1,0,0,0,1,.16666667
jingang5,jingang,0,56,1,1.5,20,0,0,1,0,0,.16666667
jingang5,jingang,0,51,5,17,50,1,0,0,0,1,.16666667
jingang5,jingang,0,58,5,12,40,1,0,0,0,0,.16666667
jingang8,jingang,1,74,2,4,20,1,0,1,.80000001,1,.5
jingang8,jingang,0,45,4,4,30,1,0,1,.19999999,1,.5
jingang8,jingang,0,60,5,7.6,30,1,0,0,0,1,.5
jingang8,jingang,1,70,7,1.8,20,1,0,0,0,1,.5
jingang8,jingang,1,78,9,5,30,1,0,0,0,1,.5
jingang8,jingang,1,56,10,7,20,1,0,1,.19999999,1,.5
jingang8,jingang,0,38,4,2.5,40,1,0,0,0,1,.5
jingang9,jingang,0,61,4,4,20,1,0,1,0,0,.41176471
jingang9,jingang,0,40,4,4,20,1,0,0,.39999998,1,.41176471
jingang9,jingang,0,37,5,4.5,50,1,0,1,0,1,.41176471
jingang9,jingang,0,57,6,3,0,1,0,1,0,1,.41176471
jingang9,jingang,1,72,6,4,20,1,0,1,.80000001,1,.41176471
jingang9,jingang,0,82,7,8,40,1,0,1,0,0,.41176471
jingang9,jingang,0,42,4,3.6,50,1,0,1,0,1,.41176471
jingang9,jingang,0,40,4,4,40,1,0,0,.39999998,1,.41176471
jingang9,jingang,0,42,4,11,20,1,0,0,0,1,.41176471
jinggangbeilongjingtou,jinggang,0,53,6,1.840000033378601,50,1,0,0,0,1,.11111111
jinggangbeilongjingtou,jinggang,1,50,5,1,30,1,0,0,0,1,.11111111
jinggangbeilongjingtou,jinggang,0,49,6,5,0,1,0,0,0,1,.11111111
jinggangbeilongjingtou,jinggang,0,47,4,2.380000114440918,20,1,0,0,.39999998,1,.11111111
jinggangbeilongjingtou,jinggang,0,42,5,6.699999809265137,3,1,0,0,0,1,.11111111
jinggangbeilongjingtou,jinggang,1,60,4,12,20,1,0,0,.80000001,1,.11111111
jinggangbeilongjingtou,jinggang,0,57,3,6,20,1,0,1,0,1,.11111111
jinggangbeilongjingtou,jinggang,0,42,5,40,50,1,0,1,0,1,.11111111
jinggangbeilongjingtou,jinggang,1,42,5,18,20,1,0,1,.80000001,1,.11111111
jinggangbeilongjingtou,jinggang,1,66,7,12,20,1,0,1,.80000001,1,.11111111
jinggangbeilongjingtou,jinggang,0,70,3,4,40,1,0,1,0,0,.11111111
jinggangsanggang,jinggang,1,73,1,5,50,1,1,1,0,0,.80000001
jinggangsanggang,jinggang,1,62,4,7,20,1,1,0,0,1,.80000001
jinggangsanggang,jinggang,1,57,7,6,50,1,1,1,1,1,.80000001
jinggangsanggang,jinggang,1,81,5,1,30,1,1,0,0,0,.80000001
jinggangsanggang,jinggang,1,36,4,9,50,0,1,0,0,1,.80000001
jinggangsanggang,jinggang,1,60,6,2,40,1,1,1,0,0,.80000001
jinggangsanggang,jinggang,0,53,5,10,50,1,1,0,0,1,.80000001
jinggangxianshan,jinggang,1,37,4,18,20,1,0,1,.80000001,1,.2
jinggangxianshan,jinggang,1,76,7,45,30,1,0,0,0,0,.2
jinggangxianshan,jinggang,0,57,5,8,10,1,0,0,.39999998,1,.2
jinggangzhaojiazhuang,jinggang,1,42,4,18,20,1,1,1,.80000001,1,.1
jinggangzhaojiazhuang,jinggang,0,41,4,3,50,1,1,1,0,0,.1
jinggangzhaojiazhuang,jinggang,0,45,5,20,30,1,1,0,0,1,.1
jinggangzhaojiazhuang,jinggang,1,50,6,18,20,1,1,1,.80000001,1,.1
jinggangzhaojiazhuang,jinggang,1,85,2,1,50,1,1,0,0,0,.1
jinggangzhaojiazhuang,jinggang,0,49,5,13,40,1,1,0,.39999998,1,.1
lianqiandadi,lianqian,1,77,3,8,10,1,1,1,0,1,.375
lianqiandadi,lianqian,1,55,6,15,30,1,1,0,0,0,.375
lianqiandadi,lianqian,1,70,7,12,40,1,1,0,.60000002,1,.375
lianqiandadi,lianqian,0,55,6,8,50,0,1,1,0,1,.375
lianqiandadi,lianqian,0,66,7,6,20,1,1,1,0,1,.375
lianqiandadi,lianqian,0,36,5,17,50,1,1,0,0,1,.375
lianqiandadi,lianqian,0,60,5,6,30,1,1,1,0,0,.375
lianqiandadi,lianqian,1,61,2,10,30,1,1,0,0,0,.375
lianqianlaoji,lianqian,0,47,3,6,40,1,1,0,0,1,.58823532
lianqianlaoji,lianqian,1,39,4,12,30,0,1,0,0,0,.58823532
lianqianlaoji,lianqian,0,75,2,2,50,1,1,1,0,0,.58823532
lianqianlaoji,lianqian,1,45,4,12,30,1,1,1,.60000002,1,.58823532
lianqianlaoji,lianqian,0,36,3,15,50,1,1,1,0,1,.58823532
lianqianlaoji,lianqian,0,47,4,15,100,1,1,0,.39999998,1,.58823532
